pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2024-07-04,94.6,2.13,5.1,"Bummer, Aaron",689172,607481,,ball,,,,,11,,R,L,L,ATL,SF,B,,,0,0,2024,1.33,0.19,-1.0699712751359751,2.7617177947920823,,,,0,9,Top,,,,,,,-11.26087894830596,-137.34232822575404,-0.8062254102231374,19.280519892678413,30.490158019507174,-29.778095697968556,3.42020151557973,1.62913879240033,,,,94.3,2285,6.2,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.27,,,,,,,,65,1,Sinker,2,4,4,2,4,2,4,2,Standard,Standard,114,-0.001,0.038,,,,,-0.038,,-2,2,0.076,0.924,30,25,31,25,1,3,2,1,3,1,2.37,1.33,1.33,4.6,,,,,
SL,2024-07-04,74.8,-3.81,1.22,"Rogers, Tyler",645277,643511,strikeout,swinging_strike,,,,,11,Ozzie Albies strikes out swinging.,R,L,R,ATL,SF,S,2,,1,2,2024,0.64,1.28,-0.9068171912677434,2.734371414358906,,,,2,8,Bot,,,,,,,4.811000415543905,-108.46492057965446,8.045733738424367,4.130726253083322,20.425003164481424,-23.86678193591274,3.24,1.57,,,,73.8,2211,5.9,747103,672275,664774,689172,656305,605113,624424,671218,682641,54.61,,0.0,0.0,1,0,0,,64,5,Slider,2,4,2,4,4,2,2,4,Standard,Standard,127,-0.012,-0.18,55.3,7.5,0.614693028,,0.18,,-2,-2,0.088,0.088,33,27,34,27,1,3,2,1,1,1,2.84,-0.64,0.64,-61.5,23.27489608659409,-7.156201216920051,32.02043044415844,42.243206101044464,41.51987960053551
SI,2024-07-04,83.9,-3.7,1.23,"Rogers, Tyler",645277,643511,,foul,,,,,4,,R,L,R,ATL,SF,S,,,1,2,2024,-0.07,-1.07,-0.7611018199529314,2.132993057153955,,,,2,8,Bot,,,,,,,6.864202886138925,-121.4165156579132,10.54230758344598,-2.050984462735954,23.545054972977947,-45.06758331524143,3.24,1.57,2,70.7,-52,82.9,2105,5.9,747103,672275,664774,689172,656305,605113,624424,671218,682641,54.57,,,,,,,,64,4,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,321,0.0,0.0,61.0,7.6,,,0.0,88.0,-2,-2,0.088,0.088,33,27,34,27,1,3,2,1,1,1,4.34,0.07,-0.07,-64.8,18.20537948980312,4.629299014131526,29.338101024691227,39.61769249177589,30.37519683482209
SI,2024-07-04,82.8,-3.85,1.16,"Rogers, Tyler",645277,643511,,foul,,,,,4,,R,L,R,ATL,SF,S,,,1,1,2024,-0.34,-0.99,-0.3543427299764144,2.332832915263706,,,,2,8,Bot,,,,,,,8.570177351509493,-119.7404745091616,11.079765901480144,-4.899912619512978,22.72407686798769,-44.16744284719367,3.24,1.57,158,74.0,68,82.1,2018,6.1,747103,672275,664774,689172,656305,605113,624424,671218,682641,54.36,,,,,,,,64,3,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,322,-0.004,-0.064,68.0,7.2,,,0.064,88.0,-2,-2,0.092,0.092,33,27,34,27,1,3,2,1,1,1,4.35,0.34,-0.34,-64.4,9.705457615706097,0.4616383915370493,36.009229399682226,34.43096437452004,32.45284817319161
SL,2024-07-04,73.2,-3.93,1.34,"Rogers, Tyler",645277,643511,,ball,,,,,13,,R,L,R,ATL,SF,B,,,0,1,2024,0.81,0.93,-0.7600267552710565,0.5751268092240269,,,,2,8,Bot,,,,,,,4.965541065823822,-106.46055584385094,4.160594797641084,5.299012563528511,18.29373539747281,-26.041555360143267,3.17500039325883,1.43546689793499,,,,72.6,2320,5.9,747103,672275,664774,689172,656305,605113,624424,671218,682641,54.6,,,,,,,,64,2,Slider,2,4,2,4,4,2,2,4,Standard,Standard,126,0.002,0.029,,,,,-0.029,,-2,-2,0.09,0.09,33,27,34,27,1,3,2,1,1,1,3.33,-0.81,0.81,-58.5,,,,,
SI,2024-07-04,83.4,-3.62,1.23,"Rogers, Tyler",645277,643511,,called_strike,,,,,6,,R,L,R,ATL,SF,S,,,0,0,2024,-0.47,-0.99,0.5783945202616267,2.588540363555354,,,,2,8,Bot,,,,,,,10.515517205132666,-120.29013335751856,11.59143595043265,-6.643430167966355,23.294267336843166,-44.451717890500326,3.28648600882163,1.5476307921002,,,,82.9,2034,6.4,747103,672275,664774,689172,656305,605113,624424,671218,682641,54.06,,,,,,,,64,1,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,327,-0.003,-0.041,,,,,0.041,,-2,-2,0.093,0.093,33,27,34,27,1,3,2,1,1,1,4.32,0.47,-0.47,-65.7,,,,,
SI,2024-07-04,82.6,-3.69,1.22,"Rogers, Tyler",672284,643511,field_out,hit_into_play,,,,,5,Jarred Kelenic pops out to third baseman Matt Chapman.,R,L,R,ATL,SF,X,5,popup,0,0,2024,-0.35,-0.9,0.2469093946078607,2.5810967025503446,,,,1,8,Bot,96.43,166.37,,,,,9.520117788277538,-119.23457939406865,11.332022196541615,-5.199575131600364,23.118126182859157,-43.34135823372509,3.67,1.73,115,74.8,70,81.5,2017,6.0,747103,672275,664774,689172,656305,605113,624424,671218,682641,54.48,0.001,0.0,0.0,1,0,0,3,63,1,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,327,-0.03,-0.256,72.5,7.4,,0.001,0.256,88.0,-2,-2,0.123,0.123,33,24,34,25,1,3,2,1,1,1,4.3,0.35,-0.35,-65.5,16.186287470360917,-7.5405907957059695,38.07794776516151,31.658741725720407,28.663261176446
SI,2024-07-04,82.2,-3.66,1.18,"Rogers, Tyler",670097,643511,field_out,hit_into_play,,,,,5,Zack Short flies out to center fielder Heliot Ramos.,R,R,R,ATL,SF,X,8,fly_ball,1,1,2024,-0.2,-0.87,0.1331555613507188,2.352288606023372,,,,0,8,Bot,110.38,62.3,,,,,8.88474544555866,-118.77837263721364,10.885688410372405,-3.635355486904557,22.88793607931032,-42.87784413691794,3.33,1.57,341,89.9,28,81.3,1965,6.1,747103,672275,664774,689172,656305,605113,624424,671218,682641,54.42,0.071,0.09,0.0,1,0,0,3,62,3,Sinker,2,4,2,4,4,2,2,4,Strategic,Standard,324,-0.042,-0.243,71.4,6.8,,0.143,0.243,89.9,-2,-2,0.165,0.165,33,29,34,29,1,2,2,1,1,16,4.29,0.2,0.2,-64.5,13.24795624802907,-8.231124207692975,32.83773587465872,35.74050853171427,38.08610300653469
SI,2024-07-04,82.4,-3.74,1.16,"Rogers, Tyler",670097,643511,,ball,,,,,14,,R,R,R,ATL,SF,B,,,0,1,2024,-0.1,-0.92,0.0390840839032157,0.8492517188104429,,,,0,8,Bot,,,,,,,8.671692034571128,-119.287750511193,7.611336422725769,-2.722642307566676,24.27507604185326,-42.782513408922846,3.30877697374236,1.5476307921002,,,,81.2,1949,5.9,747103,672275,664774,689172,656305,605113,624424,671218,682641,54.6,,,,,,,,62,2,Sinker,2,4,2,4,4,2,2,4,Strategic,Standard,324,0.005,0.025,,,,,-0.025,,-2,-2,0.16,0.16,33,29,34,29,1,2,2,1,1,16,4.33,0.1,0.1,-64.1,,,,,
SI,2024-07-04,82.0,-3.65,1.2,"Rogers, Tyler",670097,643511,,called_strike,,,,,8,,R,R,R,ATL,SF,S,,,0,0,2024,-0.07,-0.94,-0.0642768515894681,2.1194162611508798,,,,0,8,Bot,,,,,,,8.106483744786255,-118.51065847435336,10.421145926306387,-2.2671695004038783,23.87695026102403,-43.40194146509595,3.32892318160242,1.59248034798374,,,,80.7,1979,5.9,747103,672275,664774,689172,656305,605113,624424,671218,682641,54.62,,,,,,,,62,1,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,324,-0.007,-0.037,,,,,0.037,,-2,-2,0.167,0.167,33,29,34,29,1,2,2,1,1,16,4.39,0.07,0.07,-64.8,,,,,
FF,2024-07-04,94.3,-2.03,6.03,"Holmes, Grant",682641,656550,strikeout,swinging_strike,,,,,2,Luis Matos strikes out swinging.,R,R,R,ATL,SF,S,2,,0,2,2024,-0.38,1.2,0.1930802325435934,2.9560958754933004,,,624424,2,8,Top,,,,,,,6.574831039978775,-137.2396801648517,-4.9423159038123305,-6.243861211393763,29.570652535637876,-16.11416337897913,3.49,1.69,,,,93.8,2321,5.9,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.57,,0.0,0.0,1,0,0,,61,4,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,213,0.008,-0.17,75.6,7.6,0.125714352,,0.17,,-2,2,0.159,0.841,28,22,28,22,2,1,4,1,4,2,1.36,0.38,0.38,42.5,8.084591395760949,-16.322106898828636,22.804429655574637,33.99742326914756,34.94908514917839
CU,2024-07-04,84.6,-2.17,5.93,"Holmes, Grant",682641,656550,,foul,,,,,13,,R,R,R,ATL,SF,S,,,0,2,2024,0.19,-0.15,-1.250331872956818,2.355676418580721,,,624424,2,8,Top,,,,,,,1.7708036445922888,-123.25168991327035,-1.7384724558201785,1.5752880479845328,22.97350989500163,-33.59545007154996,3.49,1.69,381,99.4,37,84.3,2825,5.9,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.63,,,,,,,,61,3,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,44,0.0,0.0,69.7,7.5,,,0.0,99.4,-2,2,0.159,0.841,28,22,28,22,2,1,4,1,4,2,3.31,-0.19,-0.19,33.9,14.941829286927224,-39.188666456366185,36.07143697469652,16.81473698680024,44.09105170033999
CU,2024-07-04,84.6,-2.23,5.96,"Holmes, Grant",682641,656550,,foul,,,,,7,,R,R,R,ATL,SF,S,,,0,1,2024,0.03,-0.22,-0.5575695035887508,1.8153986635856456,,,624424,2,8,Top,,,,,,,3.793646509247837,-123.2462819031774,-2.8981455528553592,-0.3888069208781695,24.15384549295825,-34.039634070260576,3.49,1.69,31,101.2,-2,84.0,2740,5.8,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.68,,,,,,,,61,2,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,38,0.004,-0.054,73.0,7.5,,,0.054,101.2,-2,2,0.155,0.845,28,22,28,22,2,1,4,1,4,2,3.39,-0.03,-0.03,38.2,12.809582108991751,-24.60849489338856,38.31211944329732,24.8293439683474,42.91892257224781
FF,2024-07-04,94.2,-2.13,6.07,"Holmes, Grant",682641,656550,,foul,,,,,1,,R,R,R,ATL,SF,S,,,0,0,2024,-0.61,1.21,-0.3075825111704635,3.407014728974792,,,624424,2,8,Top,,,,,,,6.030225540918528,-137.12627346912942,-3.90410747375927,-9.024374276410668,29.778462821012813,-16.188990723848384,3.49,1.69,145,76.9,75,93.6,2399,5.9,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.64,,,,,,,,61,1,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,215,0.002,-0.047,72.5,7.2,,,0.047,88.0,-2,2,0.153,0.847,28,22,28,22,2,1,4,1,4,2,1.35,0.61,0.61,40.3,6.1856394630751925,-15.290492044121846,21.00620360435964,28.367345965986203,31.631701867794327
CU,2024-07-04,83.9,-2.09,5.98,"Holmes, Grant",624424,656550,walk,ball,,,,,14,Michael Conforto walks.,R,L,R,ATL,SF,B,,,3,2,2024,0.39,-0.83,0.8767092101451781,0.7352785705919072,,,,2,8,Top,,,,,,,6.060656893524732,-122.11027595866824,-4.087015040994753,2.721796160680922,23.6225909161273,-39.89206567427952,3.15269705098858,1.48033930844083,,,,83.6,2947,6.1,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.43,,0.689131,0.7,1,0,0,,60,6,Curveball,2,4,4,2,4,2,4,2,Infield shade,Standard,31,-0.006,0.267,,,,,-0.267,,-2,2,0.159,0.841,28,31,28,31,1,3,4,1,4,1,4.06,-0.39,0.39,43.7,,,,,
FF,2024-07-04,94.4,-2.2,6.01,"Holmes, Grant",624424,656550,,called_strike,,,,,1,,R,L,R,ATL,SF,S,,,3,1,2024,-0.68,1.26,-0.7214319036337478,3.040691016992417,,,,2,8,Top,,,,,,,5.319039348128724,-137.43108725321594,-4.834208122982306,-9.763890362053584,29.891409285482133,-15.324564309756497,3.17500039325883,1.5476307921002,,,,93.9,2444,5.9,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.55,,,,,,,,60,5,4-Seam Fastball,2,4,4,2,4,2,4,2,Infield shade,Standard,214,0.002,-0.089,,,,,0.089,,-2,2,0.157,0.843,28,31,28,31,1,3,4,1,4,1,1.29,0.68,-0.68,37.9,,,,,
CU,2024-07-04,83.5,-2.17,6.01,"Holmes, Grant",624424,656550,,ball,,,,,13,,R,L,R,ATL,SF,B,,,2,1,2024,0.28,-0.93,-0.2243811977282152,1.0503290685222475,,,,2,8,Top,,,,,,,3.90803340621936,-121.60301292218874,-3.147593858588086,1.983475936109236,24.34991205038556,-40.96043928795014,3.17500039325883,1.57005671389289,,,,82.8,2883,5.8,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.65,,,,,,,,60,4,Curveball,2,4,4,2,4,2,4,2,Infield shade,Standard,29,-0.002,0.112,,,,,-0.112,,-2,2,0.159,0.841,28,31,28,31,1,3,4,1,4,1,4.2,-0.28,0.28,40.3,,,,,
CU,2024-07-04,82.9,-2.1,6.13,"Holmes, Grant",624424,656550,,ball,,,,,14,,R,L,R,ATL,SF,B,,,1,1,2024,0.39,-0.8,0.6047244455150216,1.1990489506102846,,,,2,8,Top,,,,,,,5.372564761313104,-120.65800340859718,-3.24292249453992,2.8353632061367544,22.72422233733533,-39.60415653191538,3.15269705098858,1.5027720884358,,,,82.5,2963,6.0,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.53,,,,,,,,60,3,Curveball,2,4,4,2,4,2,4,2,Infield shade,Standard,28,-0.001,0.058,,,,,-0.058,,-2,2,0.16,0.84,28,31,28,31,1,3,4,1,4,1,4.11,-0.39,0.39,41.2,,,,,
FC,2024-07-04,92.6,-2.22,6.02,"Holmes, Grant",624424,656550,,ball,,,,,14,,R,L,R,ATL,SF,B,,,0,1,2024,0.09,0.84,2.056411805108125,1.557340365039734,,,,2,8,Top,,,,,,,10.599547272406612,-134.43277658247828,-7.394382851150468,-1.0496481420329058,26.58414836176262,-20.550603388926238,3.19730165115643,1.59248034798374,,,,91.9,2441,5.8,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.67,,,,,,,,60,2,Cutter,2,4,4,2,4,2,4,2,Infield shade,Standard,215,-0.001,0.029,,,,,-0.029,,-2,2,0.161,0.839,28,31,28,31,1,3,4,1,4,1,1.81,-0.09,0.09,39.8,,,,,
FC,2024-07-04,92.8,-2.16,6.04,"Holmes, Grant",624424,656550,,foul,,,,,6,,R,L,R,ATL,SF,S,,,0,0,2024,-0.1,0.78,0.3004065999634752,2.458281462131948,,,,2,8,Top,,,,,,,6.466136328522544,-135.03640142256774,-5.09145968162182,-2.5868258135996154,27.3594963846686,-21.695246449856377,3.27,1.58,229,78.5,50,92.3,2391,5.9,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.64,,,,,,,,60,1,Cutter,2,4,4,2,4,2,4,2,Infield shade,Standard,210,0.001,-0.041,72.3,7.0,,,0.041,88.0,-2,2,0.16,0.84,28,31,28,31,1,3,4,1,4,1,1.85,0.1,-0.1,39.0,10.004670601275846,14.887560433398404,35.44733878123653,33.552769583580215,23.25312828920005
FF,2024-07-04,94.9,-2.18,6.01,"Holmes, Grant",656305,656550,strikeout,swinging_strike,,,,,3,Matt Chapman strikes out swinging.,R,R,R,ATL,SF,S,2,,1,2,2024,-0.41,1.27,0.2874121349004653,3.5427338266661077,,,,1,8,Top,,,,,,,7.283575425624154,-138.07711182749097,-3.608434536296512,-6.796309625967238,29.706830851032475,-15.344279040392538,3.46,1.66,,,,94.2,2318,5.8,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.71,,0.0,0.0,1,0,0,,59,4,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,215,0.007,-0.182,74.3,6.3,1.041211752,,0.182,,-2,2,0.153,0.847,28,31,28,31,1,3,4,1,4,1,1.26,0.41,0.41,41.7,2.536783836758364,18.93222589111049,15.668219457876168,41.96813957950677,15.530123299479325
FF,2024-07-04,93.0,-2.09,6.07,"Holmes, Grant",656305,656550,,swinging_strike,,,,,5,,R,R,R,ATL,SF,S,,,1,1,2024,-0.55,1.23,0.2254470873641979,2.469032977933421,,,,1,8,Top,,,,,,,7.082866575829151,-135.23303242395747,-6.122361229839161,-8.265631627862145,28.746694360568032,-15.91015099337227,3.46,1.66,,,,92.4,2293,5.9,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.6,,,,,,,,59,3,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,210,0.003,-0.061,78.6,6.6,0.440919624,,0.061,,-2,2,0.15,0.85,28,31,28,31,1,3,4,1,4,1,1.4,0.55,0.55,41.4,-6.832623996100731,27.23071364195404,29.88169704578417,42.61365552637525,11.485937942666848
FC,2024-07-04,93.1,-2.23,6.04,"Holmes, Grant",656305,656550,,foul,,,,,5,,R,R,R,ATL,SF,S,,,1,0,2024,0.02,0.79,-0.1212254968970383,2.626219777562606,,,,1,8,Top,,,,,,,5.292023181715081,-135.618196561409,-4.756912323848711,-0.7791813592731792,26.43861225214751,-21.54143578673292,3.46,1.66,248,75.7,49,92.4,2390,5.6,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.92,,,,,,,,59,2,Cutter,2,4,4,2,4,2,4,2,Standard,Standard,209,0.001,-0.051,78.8,7.2,,,0.051,88.0,-2,2,0.149,0.851,28,31,28,31,1,3,4,1,4,1,1.81,-0.02,-0.02,39.5,4.923615118018346,-2.084179186245886,27.462261435173023,38.79749660798436,27.078460813512716
FF,2024-07-04,95.1,-2.14,6.12,"Holmes, Grant",656305,656550,,ball,,,,,12,,R,R,R,ATL,SF,B,,,0,0,2024,-0.42,1.15,0.0957428336016341,3.923213248452375,,,,1,8,Top,,,,,,,6.732912651101511,-138.47377921552066,-2.72156094131125,-6.830954520343955,27.48548707818062,-16.88515291505797,3.44248043581592,1.59248034798374,,,,94.7,2313,5.8,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.75,,,,,,,,59,1,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,212,-0.001,0.039,,,,,-0.039,,-2,2,0.15,0.85,28,31,28,31,1,3,4,1,4,1,1.34,0.42,0.42,43.5,,,,,
CU,2024-07-04,83.0,-2.29,5.97,"Holmes, Grant",672275,656550,field_out,hit_into_play,,,,,4,Patrick Bailey lines out to left fielder Forrest Wall.,R,L,R,ATL,SF,X,7,line_drive,3,2,2024,0.39,-0.73,-0.5619646100463538,2.300481706499723,,,,0,8,Top,50.34,114.54,,,,,3.176060964042334,-120.85944063147583,-0.5300278753115147,3.215136852784477,22.91705389997632,-39.47473039169522,3.41,1.64,280,90.2,22,82.4,2910,5.8,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.69,0.205,0.232,0.0,1,0,0,3,58,6,Curveball,2,4,4,2,4,2,4,2,Infield shade,Standard,32,0.015,-0.333,73.2,6.7,,0.352,0.333,90.2,-2,2,0.135,0.865,28,25,28,25,1,3,4,2,4,1,4.03,-0.39,0.39,37.5,-5.840213366493594,6.925736233005387,37.47558565581188,43.59704253986735,24.417494961042983
CU,2024-07-04,83.9,-2.17,5.97,"Holmes, Grant",672275,656550,,called_strike,,,,,8,,R,L,R,ATL,SF,S,,,3,1,2024,0.24,-0.43,-0.205252421245535,1.6047965227299437,,,,0,8,Top,,,,,,,4.030549125168113,-122.17562414725462,-2.85597073400443,1.6508678628014557,23.206562339232818,-36.12511912690028,3.30877697374236,1.5027720884358,,,,83.2,2889,5.7,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.77,,,,,,,,58,5,Curveball,2,4,4,2,4,2,4,2,Strategic,Standard,34,0.005,-0.085,,,,,0.085,,-2,2,0.13,0.87,28,25,28,25,1,3,4,2,4,1,3.65,-0.24,0.24,41.4,,,,,
FC,2024-07-04,93.0,-2.27,6.01,"Holmes, Grant",672275,656550,,ball,,,,,14,,R,L,R,ATL,SF,B,,,2,1,2024,0.07,1.08,2.091799740847325,2.2312862953680144,,,,0,8,Top,,,,,,,10.877240258605672,-134.89750413739105,-6.174829313258845,-1.4348625909577966,28.9240622530622,-17.807306815122317,3.37563771683556,1.57005671389289,,,,91.9,2451,5.8,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.73,,,,,,,,58,4,Cutter,2,4,4,2,4,2,4,2,Strategic,Standard,216,-0.006,0.122,,,,,-0.122,,-2,2,0.136,0.864,28,25,28,25,1,3,4,2,4,1,1.57,-0.07,0.07,38.9,,,,,
CU,2024-07-04,82.5,-2.21,6.09,"Holmes, Grant",672275,656550,,ball,,,,,14,,R,L,R,ATL,SF,B,,,1,1,2024,0.51,-0.64,0.3162561734432517,0.314924762203665,,,,0,8,Top,,,,,,,4.6915531279484926,-120.09715343472868,-5.36807051849588,4.105058919169453,22.62345728308869,-37.52352224081344,3.30877697374236,1.5476307921002,,,,81.6,2975,5.6,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.91,,,,,,,,58,3,Curveball,2,4,4,2,4,2,4,2,Strategic,Standard,26,-0.003,0.053,,,,,-0.053,,-2,2,0.139,0.861,28,25,28,25,1,3,4,2,4,1,3.97,-0.51,0.51,40.7,,,,,
CU,2024-07-04,82.2,-2.29,6.14,"Holmes, Grant",672275,656550,,swinging_strike,,,,,13,,R,L,R,ATL,SF,S,,,1,0,2024,0.27,-0.78,-0.1348389412203193,1.4149570695415146,,,,0,8,Top,,,,,,,4.3023249102861625,-119.7536589465302,-2.6860965454962,1.7765300376474462,22.83748629939353,-39.3374650524171,3.41,1.64,,,,81.2,2818,5.5,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.96,,,,,,,,58,2,Curveball,2,4,4,2,4,2,4,2,Strategic,Standard,32,0.003,-0.049,72.3,8.8,1.958941944,,0.049,,-2,2,0.136,0.864,28,25,28,25,1,3,4,2,4,1,4.14,-0.27,0.27,44.6,25.45138703238809,-24.78389907530106,35.56799773148316,39.52221818925945,44.29668455170707
FF,2024-07-04,92.7,-2.33,6.16,"Holmes, Grant",672275,656550,,ball,,,,,11,,R,L,R,ATL,SF,B,,,0,0,2024,-0.55,1.28,-1.3075722107391874,3.1945718691635885,,,,0,8,Top,,,,,,,3.7777178528796815,-134.91405939303866,-4.55469436007627,-7.54185796692213,28.4412039895054,-15.686980747431818,3.40890543189077,1.59248034798374,,,,91.7,2285,5.6,747103,669221,621566,645277,663586,670097,657088,672284,594807,54.89,,,,,,,,58,1,4-Seam Fastball,2,4,4,2,4,2,4,2,Standard,Standard,217,-0.002,0.038,,,,,-0.038,,-2,2,0.138,0.862,28,25,28,25,1,3,4,2,4,1,1.36,0.55,-0.55,39.5,,,,,
SI,2024-07-04,92.2,-1.46,5.03,"Webb, Logan",657088,657277,strikeout,called_strike,,,,,3,Forrest Wall called out on strikes.,R,L,R,ATL,SF,S,2,,1,2,2024,-1.22,-0.18,0.3347798293680821,2.8269187798255904,,,669221,2,7,Bot,,,,,,,7.337341994068327,-133.99224348364743,0.729297791329899,-16.29086370067806,31.394322624872213,-34.792466518312025,3.19743346040945,1.48044121358803,,,,93.2,1788,7.1,747103,672275,664774,689172,656305,605113,624424,671218,682641,53.36,,0.0,0.0,1,0,0,,57,5,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,242,-0.027,-0.196,,,,,0.196,,-2,-2,0.165,0.165,27,28,28,29,3,2,6,1,6,24,2.89,1.22,-1.22,24.9,,,,,
FF,2024-07-04,92.3,-1.39,5.17,"Webb, Logan",657088,657277,,ball,,,,,11,,R,L,R,ATL,SF,B,,,0,2,2024,-0.75,0.8,-1.5052906058420228,4.104395330245673,,,669221,2,7,Bot,,,,,,,1.3614542389348292,-134.42241766832845,1.39668131755035,-9.420121192184345,28.909079609543863,-23.010801791982047,3.28662068171282,1.45800584255484,,,,93.7,2047,7.0,747103,672275,664774,689172,656305,605113,624424,671218,682641,53.47,,,,,,,,57,4,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,230,0.004,0.027,,,,,-0.027,,-2,-2,0.161,0.161,27,28,28,29,3,2,6,1,6,24,1.87,0.75,-0.75,27.9,,,,,
FF,2024-07-04,93.2,-1.44,5.13,"Webb, Logan",657088,657277,,foul,,,,,2,,R,L,R,ATL,SF,S,,,0,2,2024,-0.62,0.76,-0.1896497949216459,3.1176236962668606,,,669221,2,7,Bot,,,,,,,4.636716049664074,-135.72977149317646,-1.138833381453891,-8.592636570069601,27.0527627101827,-22.649673088075108,3.46,1.54,250,78.8,43,94.9,2069,7.1,747103,672275,664774,689172,656305,605113,624424,671218,682641,53.44,,,,,,,,57,3,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,238,0.0,0.0,60.2,5.0,,,0.0,88.0,-2,-2,0.161,0.161,27,28,28,29,3,2,6,1,6,24,1.84,0.62,-0.62,25.6,-6.33201893269283,28.751439593567767,26.773073168890303,39.9054163245754,11.783740204600251
SI,2024-07-04,91.4,-1.45,5.09,"Webb, Logan",657088,657277,,called_strike,,,,,2,,R,L,R,ATL,SF,S,,,0,1,2024,-1.13,0.08,-0.0804124284229952,3.291372694936108,,,669221,2,7,Bot,,,,,,,5.987735998214885,-132.9960807084019,1.1929403411002029,-14.636377799623894,27.453074394852543,-31.645660803174028,3.44262040430186,1.5925838760839,,,,93.0,1896,7.2,747103,672275,664774,689172,656305,605113,624424,671218,682641,53.35,,,,,,,,57,2,Sinker,2,4,2,4,4,2,2,4,Standard,Standard,238,-0.009,-0.054,,,,,0.054,,-2,-2,0.17,0.17,27,28,28,29,3,2,6,1,6,24,2.64,1.13,-1.13,25.0,,,,,
